Name of Membranes,Type of Membranes,NAME of TrOCs,Pure water flux            (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),Cross-flow velocity   (cm·s-1),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,pKa2,Zeta potential (mV),log Kow,Contact angle (°),ɸ,Molecular charge,Charge product,log D ,TrOC Rejection (%),Data group,Reference
UTC70,RO,Neutral red,82.50000000000001,15.0,11.0,25.0,0.5,30.0,,288.782,180,0.43899999999999995,0.76,0.65,,,,-15.88,3.22,54.4,,0.0,0.0,3.22,93.2,77.0,"Influence of molecular size, polarity and charge on the retention of organic molecules by nanofiltration"
DF30,NF,Metoprolol,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,267.368999999999,400,0.43899999999999995,1.0070000000000001,0.4057420132561651,0.43,,9.56,-75.1,1.88,15.2,0.003182530669897619,0.9972533362368368,-74.89372555138644,-0.728501937152191,81.2,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
DF30,NF,Trimethoprim,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,290.323,400,0.497,0.6950000000000001,0.37984797029029826,0.43,,7.12,-75.1,0.91,15.2,0.013603169735007064,0.5686413918836677,-42.70496853046344,-0.5381900903289282,81.2,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
DF30,NF,Carbamazepine,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,236.274,400,0.44800000000000006,0.576,0.33345165595786874,0.43,13.9,,-75.1,2.45,15.2,0.050414184625623255,0.0,0.0,2.45,81.5,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
DF30,NF,Chloramphenicol,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,323.132,400,0.43499999999999994,0.747,0.35676096883845776,0.43,11.03,,-75.1,1.1,15.2,0.029010036157281538,-9.331672125655432e-05,0.007008085766367229,1.1,85.7,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
DF30,NF,Diclofenac,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,296.153,400,0.462,0.634,0.3476931977505725,0.43,4.15,,-75.1,4.51,15.2,0.036638235243517364,-0.9985894549032847,74.99406806323667,2.1899246783083397,94.1,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
DF30,NF,Indomethacin,30.24,4.0,7.0,23.0,24.0,1000.0,100.0,357.793,400,0.524,0.8539999999999999,0.40615816997435206,0.43,4.5,,-75.1,4.27,15.2,0.0030742718170464404,-0.9968476908167399,74.86326158033715,1.454273330286334,95.4,78.0,Influences of multi influent matrices on the retention of PPCPs by nanofiltration membranes
SR2,NF,Acetaminophen,75.0,10.0,6.0,22.0,1.0,0.5,,151.165,165,0.34900000000000003,0.567,0.2518576668186564,0.52,9.5,,-9.86,0.49,40.1,0.26590351643466964,-0.0003161277976296176,0.0031170200846280293,0.49,32.1428625,79.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Acetaminophen,75.0,10.0,7.5,22.0,1.0,0.5,,151.165,165,0.34900000000000003,0.567,0.2518576668186564,0.52,9.5,,-11.8,0.49,40.1,0.26590351643466964,-0.009900990099009901,0.11683168316831684,0.49,34.0,79.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Acetaminophen,75.0,10.0,9.0,22.0,1.0,0.5,,151.165,165,0.34900000000000003,0.567,0.2518576668186564,0.52,9.5,,-13.12,0.49,40.1,0.26590351643466964,-0.2402530733520421,3.152120322378792,0.49,36.0714375,79.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Amoxicillin,75.0,10.0,7.5,22.0,1.0,0.5,,419.456,165,0.46299999999999997,0.799,0.41835306564238106,0.52,2.44,,-11.8,0.87,40.1,0.03821042627330655,-0.9999912904399575,11.799897227191499,-2.3815498122160257,64.9,80.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Indomethacin,75.0,10.0,7.5,22.0,1.0,0.5,,357.793,165,0.524,0.8539999999999999,0.40615816997435206,0.52,4.5,,-11.8,4.27,40.1,0.047928854525105466,-0.9990009990009991,11.788211788211791,1.4481910297118459,82.0,80.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Cephalexin,75.0,10.0,7.5,22.0,1.0,0.5,,365.411,165,0.47400000000000003,0.638,0.39125306823277134,0.52,2.53,7.14,-11.8,0.65,40.1,0.06130093357794171,-0.9999799304130438,11.799763178873917,-3.424138851052106,100.0,80.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Tetracycline,56.25,7.5,7.5,22.0,1.0,0.5,,444.44,165,0.541,0.745,0.41708552339847743,0.52,7.68,,-11.8,-1.3,40.1,0.03916933984528603,-0.39784190682528314,4.694534500538341,-1.3,75.12,81.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Tetracycline,75.0,10.0,7.5,22.0,1.0,0.5,,444.44,165,0.541,0.745,0.41708552339847743,0.52,7.68,,-11.8,-1.3,40.1,0.03916933984528603,-0.39784190682528314,4.694534500538341,-1.3,89.0,81.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR2,NF,Tetracycline,93.75,12.5,7.5,22.0,1.0,0.5,,444.44,165,0.541,0.745,0.41708552339847743,0.52,7.68,,-11.8,-1.3,40.1,0.03916933984528603,-0.39784190682528314,4.694534500538341,-1.3,94.04,81.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Acetaminophen,21.0,10.0,6.0,22.0,1.0,0.5,,151.165,460,0.34900000000000003,0.567,0.2518576668186564,0.38,9.5,,-11.8,0.49,44.6,0.11371508000802265,-0.0003161277976296176,0.003730308012029488,0.49,51.7857375,82.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Acetaminophen,21.0,10.0,7.5,22.0,1.0,0.5,,151.165,460,0.34900000000000003,0.567,0.2518576668186564,0.38,9.5,,-14.11,0.49,44.6,0.11371508000802265,-0.009900990099009901,0.1397029702970297,0.49,58.0,82.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Acetaminophen,21.0,10.0,9.0,22.0,1.0,0.5,,151.165,460,0.34900000000000003,0.567,0.2518576668186564,0.38,9.5,,-16.75,0.49,44.6,0.11371508000802265,-0.2402530733520421,4.024238978646705,0.49,58.928537500000004,82.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Amoxicillin,21.0,10.0,7.5,22.0,1.0,0.5,,419.456,460,0.46299999999999997,0.799,0.41835306564238106,0.38,2.44,,-17.48,0.87,44.6,-0.010186687286487446,-0.9999912904399575,17.479847756890457,-2.3815498122160257,75.0,83.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Cephalexin,21.0,10.0,7.5,22.0,1.0,0.5,,365.411,460,0.47400000000000003,0.638,0.39125306823277134,0.38,2.53,7.14,-16.75,0.65,44.6,-0.0008769497552036539,-0.9999799304130438,16.749663834418484,-3.424138851052106,88.0,83.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Indomethacin,21.0,10.0,7.5,22.0,1.0,0.5,,357.793,460,0.524,0.8539999999999999,0.40615816997435206,0.38,4.5,,-16.75,4.27,44.6,-0.004738572412791519,-0.9990009990009991,16.733266733266735,1.4481910297118459,95.0,83.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Tetracycline,15.75,7.5,7.5,22.0,1.0,0.5,,444.44,460,0.541,0.745,0.41708552339847743,0.38,7.68,,-16.75,-1.3,44.6,-0.009524487851378232,-0.39784190682528314,6.663851939323493,-1.3,94.03,84.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Tetracycline,21.0,10.0,7.5,22.0,1.0,0.5,,444.44,460,0.541,0.745,0.41708552339847743,0.38,7.68,,-16.75,-1.3,44.6,-0.009524487851378232,-0.39784190682528314,6.663851939323493,-1.3,98.0,84.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
SR3,NF,Tetracycline,26.25,12.5,7.5,22.0,1.0,0.5,,444.44,460,0.541,0.745,0.41708552339847743,0.38,7.68,,-16.75,-1.3,44.6,-0.009524487851378232,-0.39784190682528314,6.663851939323493,-1.3,97.0,84.0,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration
VNF1,NF,Benzotriazole,51.84,5.0,7.0,25.0,0.5,0.1,300.0,119.126999999999,150,0.366,0.41200000000000003,0.21180017745911495,0.56,8.37,,-44.0,1.3,36.4,0.3866170804129587,-0.04091269989667938,1.8001587954538927,1.3,11.3,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Trimethoprim,51.84,5.0,7.0,25.0,0.5,0.1,300.0,290.323,150,0.497,0.6950000000000001,0.37984797029029826,0.56,,7.12,-44.0,0.91,36.4,0.103490924134328,0.5686413918836677,-25.020221242881377,-0.5381900903289282,65.7,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Clofibric acid,51.84,5.0,7.0,25.0,0.5,0.1,300.0,214.648,150,0.35,0.62,0.31493819502272646,0.56,3.12,,-44.0,2.57,36.4,0.19150283245765073,-0.9998681917018621,43.99420043488193,-0.22685459426045274,69.25,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Ibuprofen,51.84,5.0,7.0,25.0,0.5,0.1,300.0,206.284999999999,250,0.378,0.659,0.3727263864585965,0.56,5.2,,-52.0,3.97,36.4,0.1118348416098691,-0.9843983377581704,51.18871356342486,0.7761004222382355,74.37,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Nalidixic acid,51.84,5.0,7.0,25.0,0.5,0.1,300.0,232.238999999999,150,0.516,0.636,0.32025638719070443,0.56,6.01,,-44.0,1.59,36.4,0.18328124962644593,-0.9071699361527149,39.91547719071946,0.9946735597791301,74.5,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Sulpiride,51.84,5.0,7.0,25.0,0.5,0.1,300.0,341.433,150,0.5519999999999999,0.714,0.40194252744592934,0.56,,9.12,-44.0,0.57,36.4,0.07966251476460716,0.992471335013991,-43.6687387406156,-1.5844763200003373,75.6,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Metoprolol,51.84,5.0,7.0,25.0,0.5,0.1,300.0,267.368999999999,150,0.43899999999999995,1.0070000000000001,0.4057420132561651,0.56,,9.56,-44.0,1.88,36.4,0.07587859207353682,0.9972533362368368,-43.87914679442082,-0.728501937152191,75.8,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Hydrochlorothiazide,51.84,5.0,7.0,25.0,0.5,0.1,300.0,297.745,150,0.413,0.567,0.32177778149594083,0.56,7.9,9.2,-44.0,-0.58,36.4,0.18096245340878736,0.9921574825585734,-43.65492923257723,-0.58,80.0,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Carbamazepine,51.84,5.0,7.0,25.0,0.5,0.1,300.0,236.274,150,0.44800000000000006,0.576,0.33345165595786874,0.56,13.9,,-44.0,2.45,36.4,0.16366119957982106,0.0,0.0,2.45,80.5,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Diclofenac,51.84,5.0,7.0,25.0,0.5,0.1,300.0,296.153,250,0.462,0.634,0.3476931977505725,0.56,4.15,,-52.0,4.51,36.4,0.14373143584622938,-0.9985894549032847,51.926651654970804,2.1899246783083397,83.75,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Mefenamic acid,51.84,5.0,7.0,25.0,0.5,0.1,300.0,241.29,250,0.492,0.643,0.34818315746706696,0.56,4.2,,-52.0,5.12,36.4,0.1430687971320834,-0.9984176147191982,51.91771596539831,2.6939795431291853,84.75,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Indomethacin,51.84,5.0,7.0,25.0,0.5,0.1,300.0,357.793,250,0.524,0.8539999999999999,0.40615816997435206,0.56,4.5,,-52.0,4.27,36.4,0.07546973426543481,-0.9968476908167399,51.836079922470475,1.454273330286334,94.62,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Bezafibrate,51.84,5.0,7.0,25.0,0.5,0.1,300.0,361.825,250,0.413,1.0,0.43183750405476584,0.56,3.29,,-52.0,3.8,36.4,0.052377631909796454,-0.9998050535515521,51.98986278468071,0.5735363101768511,100.0,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF1,NF,Candesartan,51.84,5.0,7.0,25.0,0.5,0.1,300.0,440.463,250,0.6,0.8390000000000001,0.45421108981576025,0.56,2.45,6.7,-52.0,5.01,36.4,0.0356865226976057,-0.9999435678073961,51.997065525984596,0.4037249467619235,100.0,85.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Benzotriazole,43.38,5.0,7.0,25.0,0.5,0.1,300.0,119.126999999999,150,0.366,0.41200000000000003,0.21180017745911495,0.51,8.37,,-44.0,1.3,79.4,0.34188056195084715,-0.04091269989667938,1.8001587954538927,1.3,22.8,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Trimethoprim,43.38,5.0,7.0,25.0,0.5,0.1,300.0,290.323,150,0.497,0.6950000000000001,0.37984797029029826,0.51,,7.12,-44.0,0.91,79.4,0.06512706973300686,0.5686413918836677,-25.020221242881377,-0.5381900903289282,71.29,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Clofibric acid,43.38,5.0,7.0,25.0,0.5,0.1,300.0,214.648,250,0.35,0.62,0.31493819502272646,0.51,3.12,,-52.0,2.57,79.4,0.14628645813530142,-0.9998681917018621,51.99314596849683,-0.22685459426045274,71.76,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Sulpiride,43.38,5.0,7.0,25.0,0.5,0.1,300.0,341.433,150,0.5519999999999999,0.714,0.40194252744592934,0.51,,9.12,-44.0,0.57,79.4,0.04489203142934923,0.992471335013991,-43.6687387406156,-1.5844763200003373,72.7,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Metoprolol,43.38,5.0,7.0,25.0,0.5,0.1,300.0,267.368999999999,150,0.43899999999999995,1.0070000000000001,0.4057420132561651,0.51,,9.56,-44.0,1.88,79.4,0.041790572087188206,0.9972533362368368,-43.87914679442082,-0.728501937152191,76.47,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Ibuprofen,43.38,5.0,7.0,25.0,0.5,0.1,300.0,206.284999999999,250,0.378,0.659,0.3727263864585965,0.51,5.2,,-52.0,3.97,79.4,0.07244923096776085,-0.9843983377581704,51.18871356342486,0.7761004222382355,76.49,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Nalidixic acid,43.38,5.0,7.0,25.0,0.5,0.1,300.0,232.238999999999,250,0.516,0.636,0.32025638719070443,0.51,6.01,,-52.0,1.59,79.4,0.13841844906545125,-0.9071699361527149,47.17283667994118,0.9946735597791301,78.11,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Hydrochlorothiazide,43.38,5.0,7.0,25.0,0.5,0.1,300.0,297.745,150,0.413,0.567,0.32177778149594083,0.51,7.9,9.2,-44.0,-0.58,79.4,0.13620762606147557,0.9921574825585734,-43.65492923257723,-0.58,80.0,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Carbamazepine,43.38,5.0,7.0,25.0,0.5,0.1,300.0,236.274,150,0.44800000000000006,0.576,0.33345165595786874,0.51,13.9,,-44.0,2.45,79.4,0.11983590074593904,0.0,0.0,2.45,83.0,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Diclofenac,43.38,5.0,7.0,25.0,0.5,0.1,300.0,296.153,250,0.462,0.634,0.3476931977505725,0.51,4.15,,-52.0,4.51,79.4,0.10128219168179456,-0.9985894549032847,51.926651654970804,2.1899246783083397,86.21,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Mefenamic acid,43.38,5.0,7.0,25.0,0.5,0.1,300.0,241.29,250,0.492,0.643,0.34818315746706696,0.51,4.2,,-52.0,5.12,79.4,0.10067162832498287,-0.9984176147191982,51.91771596539831,2.6939795431291853,86.33,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Indomethacin,43.38,5.0,7.0,25.0,0.5,0.1,300.0,357.793,250,0.524,0.8539999999999999,0.40615816997435206,0.51,4.5,,-52.0,4.27,79.4,0.04145761500605751,-0.9968476908167399,51.836079922470475,1.454273330286334,96.3,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Bezafibrate,43.38,5.0,7.0,25.0,0.5,0.1,300.0,361.825,250,0.413,1.0,0.43183750405476584,0.51,3.29,,-52.0,3.8,79.4,0.023488565061087055,-0.9998050535515521,51.98986278468071,0.5735363101768511,100.0,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
VNF2,NF,Candesartan,43.38,5.0,7.0,25.0,0.5,0.1,300.0,440.463,250,0.6,0.8390000000000001,0.45421108981576025,0.51,2.45,6.7,-52.0,5.01,79.4,0.011966176468839568,-0.9999435678073961,51.997065525984596,0.4037249467619235,100.0,86.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment
BW400,RO,Trichloroethylene,13.584,4.8,8.0,22.5,48.0,0.1,,131.389,100,0.313,0.385,0.21489123633228346,,,0.95,-4.5,2.42,47.0,,8.91250858700929e-08,-4.010628864154181e-07,2.42,0.0,87.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis
BW400,RO,Chloroform,13.584000000000001,4.8,8.0,22.5,48.0,0.1,,119.378,375,0.304,0.318,0.20129157151502178,,,1.12,-4.5,1.97,47.0,,1.3182565647763447e-07,-5.932154541493551e-07,1.97,4.0,87.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis
