Name of Membranes,Type of Membranes,NAME of TrOCs,Pure water flux            (L·m-2·h-1),Pressure (bar),pH,Temperature (oC),Filtration duration (h),TrOC concentration (mg/L),Cross-flow velocity   (cm·s-1),MW (Da),MWCO (Da),Min projection (nm),Max projection (nm),Molecular radius (nm),Pore radius (nm),pKa1 ,pKa2,Zeta potential (mV),log Kow,Contact angle (°),ɸ,Molecular charge,Charge product,log D ,TrOC Rejection (%),Data group,Reference
NF270,NF,Perﬂuorooctane sulfonate,151.1,10.0,7.0,25.0,24.0,0.1,,212.285999999999,330,0.404,0.689,,0.42,-3.27,,-42.7,6.28,23.2,,-0.9999999999462967,42.699999997706875,0.6599999954696711,95.5357,107.0,Perﬂuorooctane sulfonate removal by nanoﬁltration membrane the role of calcium ions
NF270,NF,Perﬂuorooctane sulfonate,181.32,12.0,7.0,25.0,24.0,0.1,,212.285999999999,330,0.404,0.689,,0.42,-3.27,,-42.7,6.28,23.2,,-0.9999999999462967,42.699999997706875,0.6599999954696711,96.0,107.0,Perﬂuorooctane sulfonate removal by nanoﬁltration membrane the role of calcium ions
NF70,NF,Perﬂuorooctane sulfonate,66.0,6.0,6.5,20.0,0.5,0.001,,212.285999999999,180,0.404,0.689,,0.34,-3.27,,-25.0,6.28,25.3,,-0.9999999998301756,24.99999999575439,0.6599999961222727,42.46,107.0,Nanofiltration of perfluorooctanoic acid and perfluorooctane sulfonic acid as a function of water matrix properties
NF270,NF,Carbamazepine,68.4,4.5,3.11111,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,1.6263792599618654,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,77.96100000000001,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,3.82222,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-6.450470653563933,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,79.934,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,4.88889,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-15.951867834642766,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,82.566,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,5.62222,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-19.071032024518825,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,83.882,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,6.28889,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-20.54983756891761,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,83.882,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,7.37778,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-23.116071310425813,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,82.89500000000001,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,8.64444,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-25.165992723249914,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,82.89500000000001,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,9.68889,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-25.791338926869056,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,82.89500000000001,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Carbamazepine,68.4,4.5,10.4667,20.0,1.0,0.5,30.4,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.42,13.9,,-26.283351186561646,2.45,54.1,0.04246380870994964,0.0,0.0,2.45,87.17099999999999,108.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,3.08889,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,1.8787559739421837,3.97,73.16,0.012668903272460126,-0.007683168500242059,-0.014434798718634177,3.945071810173227,85.8553,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,3.8,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-6.198093939583607,3.97,73.16,0.012668903272460126,-0.038286503882254685,0.23730334768044703,3.8457786925341724,90.1316,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,4.77778,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-15.003057721166666,3.97,73.16,0.012668903272460126,-0.27444271498706563,4.117479894104638,3.079565266522916,89.4737,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,5.71111,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-19.26820757590348,3.97,73.16,0.012668903272460126,-0.7643853232666622,14.728335076676132,1.489936932453014,95.7237,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,6.68889,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-21.437116459162432,3.97,73.16,0.012668903272460126,-0.9685772448195963,20.76350319689237,0.8274322663891702,98.3553,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,8.02222,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-24.824186634001677,3.97,73.16,0.012668903272460126,-0.9984964200974173,24.78686148588083,0.7303589195320082,99.0132,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,9.08889,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-25.411802335907826,3.97,73.16,0.012668903272460126,-0.9998708620426977,25.408520707662795,0.7258995158736412,100.0,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,9.84444,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-25.889733788075755,3.97,73.16,0.012668903272460126,-0.9999773248508603,25.889146734500926,0.7255540952192217,100.0,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Ibuprofen,68.4,4.5,10.4,20.0,1.0,0.5,30.4,206.284999999999,180,0.378,0.659,0.3727263864585965,0.42,5.2,,-26.241159368866455,3.97,73.16,0.012668903272460126,-0.9999936904663657,26.240993799388814,0.7255009966609984,100.0,109.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,3.04444,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,2.3836229827821995,0.89,73.16,0.06209262041649797,0.032484157235981845,0.07742998376399701,0.908502477740555,24.341999999999985,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,3.55556,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-3.4217229240413687,0.89,73.16,0.06209262041649797,0.0037866293949543016,-0.01295679660556403,0.8921568060264856,25.987000000000023,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,4.42222,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-11.966797043031821,0.89,73.16,0.06209262041649797,-0.051113759574605705,0.611667986935631,0.8608863864961945,28.94799999999998,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,5.55556,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-18.923166997459525,0.89,73.16,0.06209262041649797,-0.5919085154535375,11.200783685145643,0.5528579879088553,43.75,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,6.71111,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-21.48640480151553,0.89,73.16,0.06209262041649797,-1.7414358326506676,37.4171952361965,-0.10189514125777088,81.90800000000002,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,8.44444,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-25.06399494228561,0.89,73.16,0.06209262041649797,-1.9946093713612862,49.99287919563476,-0.24609890589483052,98.356,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,9.64444,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-25.76322159108868,0.89,73.16,0.06209262041649797,-1.9996591090636229,51.517660733445084,-0.2489751590404602,99.34199999999998,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF270,NF,Sulfamethoxazole,68.4,4.5,10.3778,20.0,1.0,0.5,30.4,253.283,180,0.54,0.588,0.3153427582941809,0.42,1.6,5.7,-26.22711651500089,0.89,73.16,0.06209262041649797,-1.9999370045625793,52.45258084132463,-0.2491334440544838,99.34199999999998,110.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,3.13333,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,12.022437310535754,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,98.684,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,3.8,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,5.515928172092117,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,98.684,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,4.77778,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-4.6136531570863255,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,98.35499999999999,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,5.55556,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-12.959225191866999,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,97.69800000000001,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,6.24444,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-20.350901068489847,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,97.69800000000001,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,7.4,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-26.006276118545458,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,97.03999999999999,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,8.15556,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-27.661031947679163,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,97.69800000000001,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,9.48889,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-28.243034237976346,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,97.03999999999999,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Carbamazepine,50.88,6.0,10.4667,20.0,1.0,0.5,30.4,236.274,330,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-28.6466,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,96.382,111.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,3.2,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,11.371757117546661,3.97,73.16,-0.009264847496863387,-0.009900990099009901,-0.11259165462917486,3.9378760448045176,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,4.22222,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,1.3475003820156672,3.97,73.16,-0.009264847496863387,-0.09522690662526045,-0.12831829305570874,3.6610344469347376,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,5.26667,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-9.859438227522602,3.97,73.16,-0.009264847496863387,-0.5383031444632296,5.307366600516388,2.223464964473251,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,5.95556,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-17.251221404050746,3.97,73.16,-0.009264847496863387,-0.8506541891698409,14.674823755652191,1.2100359169660933,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,6.93333,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-24.12798876290909,3.97,73.16,-0.009264847496863387,-0.981856625087332,23.69022561689499,0.7843470584979739,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,8.35556,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-27.748332509475144,3.97,73.16,-0.009264847496863387,-0.9993015480082137,27.728951631365153,0.7277466663457695,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,9.71111,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-28.34003389218786,3.97,73.16,-0.009264847496863387,-0.9999691768788356,28.3391603638894,0.7255805314731356,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Ibuprofen,50.88,6.0,10.4222,20.0,1.0,0.5,30.4,206.284999999999,330,0.378,0.659,0.3727263864585965,0.34,5.2,,-28.6466,3.97,73.16,-0.009264847496863387,-0.999994004886683,28.646428260386852,0.7254999765181558,100.0,112.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,3.13333,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,12.022437310535754,0.89,54.1,0.0052593388281936505,0.025743323645258,0.30949749468994703,0.9046630023138383,97.36899999999997,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,3.62222,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,7.251010288630297,0.89,54.1,0.0052593388281936505,0.0010528495326769952,0.007634222793820492,0.8905996869458855,97.36899999999997,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,4.57778,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-2.467655050994452,0.89,54.1,0.0052593388281936505,-0.07404822205970357,0.18272546918278632,0.8478232684186818,97.36899999999997,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,5.53333,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-12.720697502374897,0.89,54.1,0.0052593388281936505,-0.5693098843633047,7.242018824097631,0.5657298215746183,98.02699999999999,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,6.55556,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-22.60751259272727,0.89,54.1,0.0052593388281936505,-1.6478087012198555,37.25285596323345,-0.04856656318735808,100.0,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,7.11111,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-24.84353063636364,0.89,54.1,0.0052593388281936505,-1.889328266407306,46.937584668637705,-0.1861324032467534,99.67099999999999,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,8.57778,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-27.84533216368666,0.89,54.1,0.0052593388281936505,-1.9960319728777278,55.580173294119135,-0.2469091978996506,100.0,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,9.84444,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-28.398232811709153,0.89,54.1,0.0052593388281936505,-1.9997849003337804,56.79035717301928,-0.24904680781863664,100.0,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF90,NF,Sulfamethoxazole,50.88,6.0,10.4444,20.0,1.0,0.5,30.4,253.283,330,0.54,0.588,0.3153427582941809,0.34,1.6,5.7,-28.6466,0.89,54.1,0.0052593388281936505,-1.9999459605619094,57.29165195383279,-0.24913854525434098,100.0,113.0,Pharmaceutical Retention Mechanisms by Nanofiltration Membranes
NF200,NF,Acetaminophen,24.15,4.83,7.0,20.0,96.0,0.005,8.0,151.165,180,0.34900000000000003,0.567,0.2518576668186564,0.31,9.5,,-20.5,0.49,30.3,0.03517722068439508,-0.003152309183260209,0.06462233825683428,0.49,22.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Phenacetine,24.15,4.83,7.0,20.0,96.0,0.005,8.0,179.219,180,0.34500000000000003,0.6900000000000001,0.29027039861765114,0.31,14.57,2.4,-20.5,1.58,30.3,0.004050542879358818,2.5091318026301973e-05,-0.0005143720195391905,1.58,42.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Metronidazole,24.15,4.83,7.0,20.0,96.0,0.005,8.0,171.155999999999,180,0.46799999999999997,0.475,0.25331331436925775,0.31,2.38,15.42,-20.5,-0.02,30.3,0.03343788062225389,0.9996830677911888,-20.49350288971937,-0.02,46.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Bisphenol A,24.15,4.83,7.0,20.0,96.0,0.005,8.0,228.291,180,0.453,0.562,0.33815520201831595,0.31,9.6,,-20.5,3.32,30.3,-0.008248859528534689,-0.002505592667285735,0.05136464967935757,3.32,55.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Caffeine,24.15,4.83,7.0,20.0,96.0,0.005,8.0,194.193999999999,180,0.44400000000000006,0.503,0.3016073766829081,0.31,10.4,,-20.5,-0.07,30.3,0.0007329461617335525,-0.0003979487443048762,0.008157949258249962,-0.07,70.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Phenazone,24.15,4.83,7.0,20.0,96.0,0.005,8.0,196.209,180,0.413,0.589,0.309561341088683,0.31,,0.65,-20.5,0.38,30.3,2.002306352526873e-06,4.466833926248209e-07,-9.157009548808828e-06,0.38,73.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Estrone,24.15,4.83,7.0,20.0,96.0,0.005,8.0,270.372,180,0.40599999999999997,0.682,0.3667832440887863,0.31,10.25,,-20.5,3.13,30.3,-0.03355189187561585,-0.0005620252751523289,0.011521518140622744,3.13,77.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Carbamazepine,24.15,4.83,7.0,20.0,96.0,0.005,8.0,236.274,180,0.44800000000000006,0.576,0.33345165595786874,0.31,13.9,,-20.5,2.45,30.3,-0.005722998617754828,0.0,0.0,2.45,80.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,17β-Estradiol,24.15,4.83,7.0,20.0,96.0,0.005,8.0,272.388,180,0.40199999999999997,0.73,0.3807542916588625,0.31,10.46,,-20.5,4.01,30.3,-0.05209333806604967,-0.000346616665681558,0.007105641646471939,4.01,80.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Sulfamethoxazole,24.15,4.83,7.0,20.0,96.0,0.005,8.0,253.283,180,0.54,0.588,0.3153427582941809,0.31,1.6,5.7,-20.5,0.89,30.3,-0.00029703502799208013,-1.8590971335596065,38.11149123797193,-0.16891321364232847,84.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Ibuprofen,24.15,4.83,7.0,20.0,96.0,0.005,8.0,206.284999999999,180,0.378,0.659,0.3727263864585965,0.31,5.2,,-20.5,3.97,30.3,-0.04094276335227059,-0.9843983377581704,20.180165924042495,0.7761004222382355,89.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,17α-Ethynilestradiol,24.15,4.83,7.0,20.0,96.0,0.005,8.0,296.41,180,0.44400000000000006,0.72,0.3945213448379869,0.31,10.33,,-20.5,3.67,30.3,-0.07433774956526429,-0.00046751646740626133,0.009584087581828358,3.67,89.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Gemfibrozil,24.15,4.83,7.0,20.0,96.0,0.005,8.0,250.337999999999,180,0.499,0.743,0.3884540064460517,0.31,4.5,,-20.5,4.39,30.3,-0.06404819071214485,-0.9968476908167399,20.435377661743168,2.3493716807259686,90.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Fenoprofen,24.15,4.83,7.0,20.0,96.0,0.005,8.0,242.274,180,0.42800000000000005,0.649,0.35256303874054024,0.31,4.5,,-20.5,3.1,30.3,-0.018851324316636126,-0.9968476908167399,20.435377661743168,0.851321182775655,91.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Ketoprofen,24.15,4.83,7.0,20.0,96.0,0.005,8.0,254.285,180,0.437,0.658,0.360215085099329,0.31,3.98,,-20.5,3.12,30.3,-0.026238863387438614,-0.9990459185546853,20.480441330371047,0.9016259658626078,91.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF200,NF,Naproxen,24.15,4.83,7.0,20.0,96.0,0.005,8.0,230.262999999999,180,0.392,0.73,0.33244899602012684,0.31,4.84,2.74,-20.5,3.18,30.3,-0.005244093884616769,-0.9931284718841809,20.359133673625706,1.09862278971032,92.0,114.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,"1,4-Dioxane",23.4048,2.76,7.0,20.0,96.0,0.005,8.0,88.106,180,0.29300000000000004,0.362,0.20835797252594918,0.34,14.0,,-27.29,-0.27,54.1,0.14991023700241143,0.0,0.0,-0.27,46.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Metronidazole,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,171.155999999999,200,0.46799999999999997,0.475,0.25331331436925775,0.34,2.38,15.42,-27.29,-0.02,54.1,0.06500502997961191,0.9996830677911888,-27.28135092002154,-0.02,71.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Phenacetine,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,179.219,200,0.34500000000000003,0.6900000000000001,0.29027039861765114,0.34,14.57,2.4,-27.29,1.58,54.1,0.021393021225322818,2.5091318026301973e-05,-0.0006847420689377808,1.58,72.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Acetaminophen,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,151.165,200,0.34900000000000003,0.567,0.2518576668186564,0.34,9.5,,-27.29,0.49,54.1,0.06720649566307085,-0.003152309183260209,0.0860265176111711,0.49,75.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Bisphenol A,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,228.291,200,0.453,0.562,0.33815520201831595,0.34,9.6,,-27.29,3.32,54.1,2.9440134889495247e-05,-0.002505592667285735,0.06837762389022771,3.32,89.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Caffeine,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,194.193999999999,200,0.44400000000000006,0.503,0.3016073766829081,0.34,10.4,,-27.29,-0.07,54.1,0.012750809041246636,-0.0003979487443048762,0.010860021232080071,-0.07,90.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Carbamazepine,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,236.274,200,0.44800000000000006,0.576,0.33345165595786874,0.34,13.9,,-27.29,2.45,54.1,0.0003709412603297269,0.0,0.0,2.45,90.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,17α-Ethynilestradiol,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,296.41,200,0.44400000000000006,0.72,0.3945213448379869,0.34,10.33,,-27.29,3.67,54.1,-0.025714334281511056,-0.00046751646740626133,0.012758524395516871,3.67,90.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Phenazone,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,196.209,200,0.413,0.589,0.309561341088683,0.34,,0.65,-27.29,0.38,54.1,0.008014809310722319,4.466833926248209e-07,-1.2189989784731362e-05,0.38,91.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Estrone,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,270.372,200,0.40599999999999997,0.682,0.3667832440887863,0.34,10.25,,-27.29,3.13,54.1,-0.006205382040826185,-0.0005620252751523289,0.015337669758907057,3.13,93.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
NF90,NF,Fenoprofen,23.4048,2.76,7.0,20.0,96.0,0.005,8.0,242.274,200,0.42800000000000005,0.649,0.35256303874054024,0.34,4.5,,-27.29,3.1,54.1,-0.0013653109203833357,-0.9968476908167399,27.20397348238883,0.851321182775655,94.0,115.0,Proposing nanofilltration as acceptable barrier for organic contaminants in water reuse
